model,weights,onnx,input_size,input_channels,layers,params,params_m,gflops,pytorch_fp32_ms,pytorch_fp32_ms_std,pytorch_fp32_fps,onnx_ms,onnx_ms_std,onnx_fps,tensorrt_fp16_ms,tensorrt_fp16_ms_std,tensorrt_fp16_fps,latency_ms,gpu_memory_gb,model_size_mb,onnx_size_mb,onnx_provider,onnx_error,tensorrt_provider,tensorrt_error
YOLOv8s,runs\train_spxray\yolov8s_spxray\weights\best.pt,runs\train_spxray\yolov8s_spxray\weights\best.onnx,640,3,130,11140244,11.14024,28.67062,9.03091,0.28508,110.73084,4.33234,0.18186,230.82205,1.96427,0.53699,509.09585,9.03091,0.08292,21.48539,42.68946,CUDAExecutionProvider,,TensorrtExecutionProvider,
