experiment,best_epoch,precision,recall,f1,map50,map75,map50_95,ap_small,recall_small,ap_thin,recall_thin,delta_map50_95_vs_A3,delta_ap_small_vs_A3,delta_ap_thin_vs_A3
S5_p2lite,212,0.95104,0.86753,0.90487,0.92834,0.84289,0.77717,0.6935337659344823,0.9065420560747663,0.8455196014647534,0.9363957597173145,-0.01471,0.002839207960667278,-0.018562720996298188
