model,weights,onnx,input_size,input_channels,layers,params,params_m,gflops,pytorch_fp32_ms,pytorch_fp32_ms_std,pytorch_fp32_fps,onnx_ms,onnx_ms_std,onnx_fps,tensorrt_fp16_ms,tensorrt_fp16_ms_std,tensorrt_fp16_fps,latency_ms,gpu_memory_gb,model_size_mb,onnx_size_mb,onnx_provider,onnx_error,tensorrt_provider,tensorrt_error
YOLOv8n,runs\train_spxray\yolov8n_spxray\weights\best.pt,runs\train_spxray\yolov8n_spxray\weights\best.onnx,640,3,130,3013188,3.01319,8.20598,8.85671,0.10777,112.90872,4.09128,0.11019,244.42222,2.12205,0.20453,471.24317,8.85671,0.03444,5.97471,11.70535,CUDAExecutionProvider,,TensorrtExecutionProvider,
